time,breedId,age,colors,size,feeding,hairLength,hairTexture,grooming,shedding,walking,playfulness,intelligence,kidTolerance,catTolerance,healthProblems,loudness,independence,defensiveness
1706784662000,26,1,black;white;yellow,3,3,2,2,4,5,4,4,5,5,5,1,3,5,5
1706784683000,9,1,yellow,3,2,3,1,1,2,4,5,5,4,1,2,2,4,1
1706784693000,10,1,brown,3,3,2,1,3,1,3,3,3,5,3,2,2,2,4
1706784703000,4,0,white;gray;brown,3,4,2,1,2,3,5,5,5,3,4,2,5,3,5
1706784710000,16,1,black;white,4,4,4,4,3,4,3,4,4,3,4,2,4,4,5
1706784719000,47,1,white;red,5,3,5,3,4,5,5,5,5,5,3,3,1,5,1
1706784748000,26,2,black;white;gray;cream,3,3,5,2,5,5,3,4,5,5,5,2,4,5,5
1706784771000,46,0,black;white,5,4,4,2,3,5,4,3,4,5,5,1,1,3,2
1706784780000,10,1,yellow;cream,1,1,4,2,3,3,3,3,4,2,3,3,2,4,4
1706784784000,26,1,black;white;brown,4,4,4,2,1,5,5,4,4,3,3,3,1,3,1
1706784788000,22,1,red,4,5,1,1,3,1,5,5,4,5,2,2,4,2,3
1706784823000,9,1,white;red,2,2,2,1,1,3,3,2,4,2,3,1,2,3,1
1706784855000,26,1,black;white;gray;brown,3,3,3,2,3,5,5,5,5,2,3,2,3,4,4
1706784857000,30,2,black;brown,5,3,1,1,2,3,4,4,5,5,5,1,1,5,5
1706784864000,7,1,black;white,3,4,4,1,3,4,5,5,5,5,5,1,2,2,3
1706784894000,32,1,black;white;gray,5,4,4,1,1,4,5,5,4,3,1,2,1,3,3
1706784896000,10,0,black;white,1,1,2,1,1,2,5,5,5,2,2,2,3,3,2
1706784908000,49,1,brown;yellow;cream,2,2,5,1,4,1,3,4,5,5,3,2,2,2,3
1706784930000,37,1,black;white,4,4,1,1,1,4,5,5,5,5,5,1,1,2,3
1706784939000,16,1,black,2,3,2,2,2,1,2,1,3,4,5,1,2,3,1
1706784946000,4,1,brown;yellow,4,3,2,1,1,3,2,4,5,5,4,1,3,3,1
1706784984000,5,2,black,2,2,4,5,5,1,4,3,5,5,5,3,3,4,1
1706784985000,43,1,black;red,5,3,2,1,2,2,5,5,5,3,3,2,2,3,5
1706785022000,26,1,black;white;gray;brown,3,4,3,1,2,4,5,5,5,4,3,3,2,5,1
1706785051000,9,0,white;yellow;cream,3,3,3,1,3,5,5,5,5,5,5,2,4,2,5
1706785078000,49,0,black;white;brown;yellow,3,3,5,1,4,1,4,5,5,5,3,1,3,3,3
1706785101000,47,1,red,3,3,4,2,3,3,4,4,4,5,5,2,2,3,3
1706785139000,45,1,white;brown,3,3,2,1,2,4,3,3,5,5,1,2,1,5,3
1706785199000,47,1,red,3,3,4,2,4,4,5,5,3,5,5,2,1,1,1
1706742023000,16,1,black,3,2,3,3,2,2,4,3,3,5,4,2,3,3,4
1706742049000,43,1,black;brown;red,5,4,3,1,1,4,5,5,5,2,3,3,4,5,5
1706742061000,45,1,black,3,3,1,1,2,3,5,5,4,2,1,2,2,4,4
1706742074000,27,1,black;white;brown,5,5,5,4,3,5,5,5,3,5,1,3,5,5,4
1706742104000,1,1,brown,2,3,1,1,3,3,3,5,4,5,3,1,2,4,5
1706742119000,2,1,black,3,3,2,1,3,5,5,4,5,5,3,3,3,5,3
1706742150000,14,0,black;white;gray;yellow;red,4,3,3,1,3,5,3,3,4,3,3,2,1,4,5
1706742163000,26,0,black;white;gray;brown,4,3,5,3,4,5,5,5,5,4,3,2,3,4,3
1706742164000,44,1,black;white;brown,2,3,4,3,2,5,4,4,2,3,2,2,2,2,5
1706742173000,1,1,brown,1,3,1,1,3,2,1,1,1,5,1,1,1,1,1
1706742272000,14,0,black;white;gray,4,3,4,2,5,4,3,5,4,5,3,1,4,1,5
1706742273000,2,2,yellow,4,4,3,1,2,5,1,2,4,5,4,2,2,4,1
1706742307000,9,1,white;red,3,3,3,1,4,4,3,5,5,4,5,2,2,5,3
1706742345000,21,2,white;yellow,3,3,1,1,1,2,4,5,5,4,5,3,1,5,4
1706742367000,26,1,black;brown;cream,3,3,4,2,5,5,3,5,5,5,5,2,2,5,1
1706742388000,20,1,black;white;brown,2,3,1,1,3,3,5,5,4,4,3,2,1,4,4
1706742406000,38,1,white;brown,3,3,1,1,1,3,3,2,4,5,4,2,1,3,3
1706742420000,26,2,black;white;brown,3,3,4,2,5,5,2,2,5,5,1,5,4,5,4
1706742425000,16,2,black,4,4,5,4,4,3,3,4,5,3,3,3,2,5,5
1706742493000,10,2,white;yellow,1,4,4,1,2,3,3,5,3,2,1,1,3,5,5
1706742512000,21,1,black;white,3,4,3,1,1,5,3,4,2,5,4,3,2,4,3
1706742523000,13,1,black;brown,5,4,3,1,2,3,4,3,5,4,2,2,2,3,4
1706742552000,4,1,black;brown;yellow,4,5,3,1,3,3,5,5,5,2,1,1,1,5,5
1706742557000,0,1,black;white,3,3,1,1,1,1,5,5,5,5,5,3,4,3,5
1706742580000,21,0,black;white;brown,4,5,1,1,3,4,4,5,1,5,5,1,3,5,4
1706742595000,10,1,white,2,2,1,1,2,3,1,5,5,5,5,2,2,5,5
1706742600000,19,1,white,2,1,2,2,2,1,2,4,4,2,2,1,4,4,3
1706742600000,45,1,black,3,3,1,1,5,5,5,5,5,5,5,1,1,1,5
1706742624000,4,1,black,4,4,1,1,1,2,4,4,4,4,1,2,3,3,5
1706742673000,20,1,black;white;brown,5,3,1,1,1,1,5,4,3,1,1,3,1,4,1
1706742713000,25,1,gray;brown,1,2,5,1,5,1,3,5,5,5,5,1,3,1,5
1706742715000,27,1,black;white;brown;yellow,5,5,3,2,3,4,3,4,5,4,3,3,1,1,5
1706742719000,9,0,black;brown,3,3,3,1,2,2,4,5,3,3,2,1,2,3,3
1706742807000,10,0,white,2,1,1,1,1,3,1,3,2,3,1,1,1,4,2
1706742838000,21,1,black;white;brown,3,3,1,1,1,1,1,3,3,5,5,3,1,3,3
1706742867000,49,1,black;brown;yellow,2,1,5,4,5,1,3,5,4,4,3,2,2,1,1
1706742956000,15,2,black;white;brown,2,3,2,1,1,3,3,3,4,4,4,4,2,5,4
1706742958000,21,2,brown,5,5,3,1,3,3,2,3,3,3,1,4,3,1,4
1706742960000,20,1,black;white;yellow,4,3,2,1,1,5,3,3,5,5,5,2,2,4,5
1706742961000,16,1,black,3,3,3,4,4,1,4,5,5,5,5,2,3,2,3
1706742989000,45,2,white;brown,3,3,1,1,2,3,5,5,4,5,3,2,1,4,5
1706743039000,41,1,black;brown;cream,5,5,2,1,2,2,2,4,4,5,1,2,1,2,2
1706743047000,16,2,black,3,2,2,2,2,1,4,2,5,3,3,2,2,1,4
1706743161000,49,1,black;white;gray;brown;yellow;cream,3,2,5,3,5,3,4,4,5,3,1,2,5,3,3
1706743180000,19,1,white,2,3,2,4,3,1,1,4,4,5,2,2,1,1,5
1706743192000,4,1,black;gray,5,4,3,1,1,3,4,4,5,5,1,3,1,1,3
1706743212000,15,1,black;white;brown,3,3,1,1,3,4,5,5,5,5,1,3,5,3,1
1706743219000,4,1,black;white;yellow,5,4,2,1,2,2,5,5,5,5,1,1,2,5,5
1706743223000,44,0,black;white;brown,2,2,3,4,3,2,5,5,5,3,2,1,3,5,4
1706743239000,35,1,white,3,3,4,1,3,5,4,5,4,5,4,2,4,3,3
1706743260000,26,1,black;white;gray;cream,3,2,4,3,4,4,5,5,5,3,3,1,1,3,1
1706743337000,14,0,red,4,3,5,1,5,5,4,4,3,4,1,3,3,1,3
1706743395000,0,0,black;brown,1,3,1,1,1,3,5,5,5,5,3,2,3,2,3
1706743427000,1,1,black;white;brown;red,3,3,1,1,4,4,4,5,4,5,5,1,3,5,4
1706743466000,0,1,black;red,1,3,2,2,4,2,3,4,4,5,1,2,2,4,5
1706743483000,20,0,black;white;yellow,2,2,1,2,3,3,5,5,5,5,4,2,2,5,3
1706743516000,19,1,white,1,1,3,2,5,1,1,2,5,3,3,1,2,2,5
1706743537000,41,0,cream,5,3,1,1,1,3,3,5,5,5,5,1,3,5,4
1706743554000,19,1,white,2,2,3,1,3,1,3,5,3,3,5,1,4,1,5
1706743559000,49,1,black;white,2,2,4,2,4,1,3,3,5,5,5,1,1,2,4
1706743596000,19,1,white,2,3,2,2,3,3,3,5,3,4,2,2,4,5,5
1706743627000,1,1,yellow,2,3,1,1,4,4,3,2,3,5,5,3,2,3,4
1706743655000,9,0,red,2,3,2,1,2,2,5,5,5,5,4,1,1,1,2
1706743690000,10,1,white;cream,2,3,1,1,1,3,2,3,5,3,1,3,5,3,5
1706743690000,15,1,black;white;yellow,3,5,1,1,1,4,5,4,5,3,5,2,2,4,3
1706743699000,7,1,black;white,3,2,2,1,3,3,3,5,5,4,3,1,1,4,5
1706743729000,10,1,yellow,3,2,1,1,1,2,3,3,3,4,5,2,2,1,4
1706743776000,49,2,black;white,2,3,5,3,5,2,5,3,5,5,5,5,1,3,4
1706743782000,1,1,white;gray;brown;cream,4,3,2,1,3,2,2,4,4,5,4,2,1,4,3
1706743782000,37,0,black;white,5,3,1,1,2,3,5,5,5,3,4,5,2,4,2
1706743783000,49,1,black;white,2,2,4,3,4,3,3,4,5,5,2,2,3,4,3
1706743794000,10,1,white,5,5,5,2,3,4,2,4,2,1,2,3,1,3,1
1706743794000,2,1,brown,4,3,2,2,2,2,3,5,5,5,3,2,1,4,1
1706743811000,11,1,cream,2,3,2,1,1,5,3,4,3,5,5,2,3,4,1
1706743817000,0,1,brown;yellow,2,3,1,1,2,3,3,4,3,3,1,2,3,4,3
1706743834000,32,1,black;white;gray,5,4,4,1,3,5,5,5,4,4,5,3,2,3,3
1706743885000,4,1,black;white;gray;brown;red,4,4,2,1,3,4,5,5,4,4,1,2,4,2,5
1706743951000,32,1,white;gray,4,4,3,1,1,5,5,5,4,4,2,1,4,2,3
1706743975000,19,1,white,2,3,3,5,4,1,3,4,3,3,3,5,4,1,3
1706744058000,19,0,white,4,2,3,1,5,3,5,5,3,1,3,1,3,5,5
1706744062000,2,1,cream,3,3,1,2,5,1,2,5,5,3,3,5,1,5,1
1706744074000,4,2,black;brown,3,4,3,1,3,3,3,4,4,4,4,5,5,4,4
1706744082000,12,0,white,2,3,3,1,4,1,2,2,3,3,3,4,4,3,3
1706744126000,10,1,cream,1,1,1,1,1,1,3,4,3,2,3,3,4,4,5
1706744151000,4,1,black;brown;red,5,3,5,2,4,3,5,4,4,5,1,3,3,4,4
1706744154000,9,1,black;white;cream,2,2,2,1,2,2,1,2,4,5,1,2,2,4,4
1706744246000,36,0,black;white;brown,3,4,2,1,2,4,3,5,4,4,3,3,1,3,2
1706744249000,10,2,brown,1,1,2,1,2,2,1,1,3,1,1,4,1,5,3
1706744278000,26,1,black;white;brown,3,2,4,4,3,4,4,3,5,5,5,2,4,3,4
1706744296000,1,0,gray;cream,2,4,1,1,1,1,3,5,2,5,5,1,4,5,1
1706744304000,2,1,black,3,3,2,2,3,3,5,5,4,5,4,1,2,4,5
1706744391000,27,0,black;white;brown,5,4,3,3,3,4,2,4,4,3,4,2,1,3,3
1706744441000,2,0,black,4,3,3,1,1,2,4,5,5,5,5,2,1,4,2
1706744461000,4,1,black;brown;yellow,5,4,4,1,3,5,5,5,5,5,1,2,5,1,5
1706744499000,7,0,black;white,3,4,5,1,5,5,5,5,5,5,3,1,2,4,4
1706744552000,41,1,red,3,4,1,1,1,1,2,4,3,5,2,2,2,3,3
1706744552000,19,1,white,3,2,3,3,2,1,2,2,5,3,3,1,1,5,5
1706744634000,20,1,white;brown,3,4,1,1,2,5,5,5,5,5,5,3,4,4,5
1706744648000,47,1,red,5,3,4,3,5,4,4,5,5,5,1,2,2,4,4
1706744670000,15,2,black;white;brown,5,4,2,1,3,4,5,4,4,4,3,4,3,1,2
1706744675000,1,0,brown,1,3,1,1,2,4,4,4,3,5,3,2,2,4,4
1706744699000,26,0,black;white;gray;brown;yellow;cream,4,4,5,2,5,5,5,5,5,4,2,2,4,3,5
1706744706000,21,0,black;white;red,3,4,2,1,2,3,4,5,4,5,3,4,3,3,4
1706744790000,19,1,white;yellow,3,4,3,2,4,1,3,2,2,5,2,4,2,2,4
1706744816000,39,2,black,4,4,1,1,4,5,3,5,5,5,4,5,3,2,5
1706744839000,41,2,yellow,4,5,1,1,3,3,3,5,4,2,1,5,1,1,5
1706744878000,26,1,black;white;gray;brown,3,3,4,2,4,5,4,5,5,5,5,2,4,4,3
1706744884000,10,1,white,2,3,1,1,3,3,2,3,3,3,3,2,1,3,5
1706744902000,1,1,yellow,2,5,1,1,2,1,2,3,3,5,3,1,2,3,1
1706744918000,4,2,black;white;brown;yellow,4,3,3,1,2,3,4,5,5,5,2,3,3,3,5
1706744922000,39,2,yellow,5,3,1,1,2,3,3,3,5,1,1,5,3,2,5
1706745029000,43,1,black;brown;yellow,4,4,1,1,1,2,5,5,5,2,4,2,2,2,4
1706745035000,38,0,white,3,4,1,1,1,2,5,5,5,5,3,1,2,3,2
1706745036000,10,0,gray;yellow,1,2,1,1,1,1,5,3,5,4,1,1,1,5,5
1706745050000,20,2,white;brown,4,2,3,1,3,5,3,1,5,5,3,2,3,3,3
1706745110000,9,1,white;red,2,3,2,1,5,5,5,5,5,4,3,1,1,4,2
1706745142000,4,1,black;brown,5,3,3,1,4,3,3,4,5,5,1,1,4,5,5
1706745156000,13,1,black;red,4,3,2,1,1,2,4,4,5,5,3,3,2,4,5
1706745245000,13,1,black;brown;red,4,3,2,1,1,1,4,4,5,5,1,2,1,5,5
1706745326000,49,1,brown;yellow;red;cream,4,3,5,3,5,2,3,3,3,5,1,1,4,2,3
1706745362000,11,1,yellow,2,3,3,1,3,5,2,4,3,5,4,2,4,2,5
1706745373000,49,1,white;brown,2,3,4,3,5,4,3,5,4,5,4,2,3,3,4
1706745420000,4,2,black;yellow;cream,5,3,2,1,1,3,5,5,5,5,1,3,5,3,5
1706745430000,13,1,black;red,5,5,1,1,2,1,5,5,5,5,1,3,1,3,5
1706745433000,1,1,brown;cream,2,2,1,1,2,2,2,5,4,4,3,4,2,4,3
1706745447000,45,1,red,3,3,1,1,1,1,5,5,5,5,4,1,2,3,4
1706745453000,16,2,black,3,3,4,5,2,1,3,3,4,4,4,1,3,5,2
1706745516000,16,1,white,3,3,3,4,3,4,5,4,3,2,1,1,4,4,4
1706745593000,21,2,white;brown,3,2,1,1,1,4,2,3,2,4,2,2,1,5,1
1706745616000,4,1,black;brown;yellow;red,5,5,3,1,1,4,5,5,5,5,5,2,3,3,4
1706745635000,10,1,yellow,3,5,1,1,3,5,5,5,1,3,3,3,3,3,5
1706745640000,4,1,black;yellow;red,4,3,3,1,3,3,5,5,5,5,3,1,3,5,3
1706745673000,10,1,cream,3,2,3,1,3,3,2,2,4,1,2,2,2,4,5
1706745820000,2,2,black,3,5,3,1,2,2,5,5,4,5,2,2,1,3,2
1706745882000,4,0,black,4,4,3,1,2,3,4,3,4,4,2,2,3,4,4
1706745903000,1,1,gray,2,5,1,1,3,5,3,5,3,5,3,5,3,1,4
1706745921000,1,0,black;white;cream,2,2,1,1,2,1,3,5,5,4,3,2,2,3,1
1706745948000,20,1,black;white;brown,3,3,3,2,1,4,3,3,3,4,1,1,2,4,3
1706745973000,44,1,black;white;gray;brown,2,2,3,5,5,1,5,5,5,5,2,1,3,4,3
1706745983000,29,1,red,3,4,2,1,1,4,2,2,3,5,4,1,1,4,3
1706746012000,25,2,black;white;brown;yellow;cream,1,3,3,1,4,1,1,4,3,3,5,2,2,5,3
1706746012000,16,1,white,3,3,5,5,5,5,4,5,5,5,4,1,3,3,5
1706746087000,21,0,white;brown,4,4,1,1,2,3,5,5,2,3,3,4,4,5,1
1706746104000,10,1,white;cream,3,4,1,1,1,1,2,3,4,1,4,5,2,5,3
1706746144000,2,0,cream,4,4,2,1,1,2,5,5,5,5,3,1,1,3,3
1706746193000,9,1,black;white,3,3,4,2,2,3,4,3,3,2,1,2,2,5,3
1706746241000,7,0,black;white;gray,3,3,3,1,3,5,5,4,5,4,5,2,4,4,4
1706746282000,16,1,black,3,3,4,4,2,1,5,5,5,5,5,1,4,5,4
1706746331000,29,1,red,3,3,2,1,1,2,3,5,3,4,3,2,2,4,2
1706746335000,10,1,white;brown;yellow,1,1,1,1,1,1,3,5,3,5,1,1,2,5,3
1706746348000,36,1,black;white;brown,5,5,1,1,3,5,3,3,3,5,5,2,2,5,2
1706746365000,20,1,black;white;brown,3,3,1,1,1,3,3,3,3,4,2,2,4,1,3
1706746413000,1,1,black;white,2,3,2,1,2,2,4,5,4,5,5,4,1,3,4
1706746415000,10,0,black;white,1,1,1,1,2,1,2,4,3,5,5,1,1,2,4
1706746420000,44,1,black;white;red,3,3,3,2,2,4,4,4,4,4,1,2,3,5,3
1706746424000,38,1,gray,4,3,1,1,1,3,4,5,5,5,1,2,1,3,5
1706746438000,1,1,black;white;gray,3,5,3,1,3,2,4,5,3,4,3,3,3,4,5
1706746439000,16,1,black,3,3,3,3,2,3,2,4,3,5,1,2,2,2,4
1706746452000,49,1,black;white,3,4,4,3,5,2,5,5,4,5,4,3,5,4,5
1706746464000,39,1,black;white,4,5,1,1,1,5,5,5,4,4,5,1,1,3,3
1706746481000,19,1,white,2,4,2,2,4,1,5,5,5,4,4,2,3,2,1
1706746513000,19,0,white,2,2,2,1,3,2,3,3,3,3,2,1,3,5,4
1706746527000,2,1,yellow,4,4,2,1,2,3,5,5,4,4,3,1,1,2,3
1706746560000,9,0,red,3,3,2,1,3,5,3,4,4,2,3,2,2,3,4
1706746616000,42,1,black,2,2,3,3,3,1,5,5,5,3,1,2,2,2,1
1706746674000,4,1,black;yellow,5,4,4,1,2,4,5,5,5,5,1,2,5,5,5
1706746702000,29,1,yellow,3,5,1,1,2,2,3,5,3,4,1,5,3,3,3
1706746726000,42,1,white;gray,1,3,5,2,5,1,5,5,5,4,3,1,5,5,5
1706746729000,13,1,black;yellow,5,4,1,1,3,4,5,5,5,5,5,2,3,4,5
1706746765000,16,0,white;gray,2,3,3,3,3,1,5,5,5,5,1,2,2,3,4
1706746783000,29,1,black;brown,5,5,1,1,3,3,3,2,2,1,1,2,5,4,4
1706746796000,21,1,black;brown,3,3,1,1,1,1,5,4,5,5,5,3,1,3,5
1706746808000,21,1,black;white,3,3,1,1,2,4,5,5,3,5,2,2,2,4,5
1706746816000,21,0,black;white,3,4,1,1,1,2,3,5,3,3,1,1,3,3,2
1706746821000,9,1,white;yellow,2,3,3,1,2,4,2,4,4,3,3,1,1,4,2
1706746825000,42,1,white;gray,1,2,2,1,5,1,5,5,5,4,3,1,4,4,5
1706746836000,11,1,black;white;yellow,2,4,1,1,2,4,1,4,4,5,4,1,2,1,5
1706746837000,41,0,brown;yellow;red,5,5,2,1,3,4,2,3,4,5,3,4,1,2,4
1706746861000,27,1,white;red,5,5,5,2,3,4,5,4,5,5,5,4,2,3,5
1706746868000,11,1,black,3,1,1,1,1,1,3,5,5,5,5,2,1,5,5
1706746901000,16,2,gray,3,3,3,4,2,1,2,4,5,5,3,2,3,3,5
1706746905000,46,0,black,5,4,4,1,5,5,3,4,5,5,3,3,2,2,5
1706746908000,38,1,white;yellow,3,3,1,1,1,2,4,5,4,4,2,1,1,5,5
1706746916000,4,1,black;brown;red,4,3,3,1,2,5,5,5,3,4,1,1,2,2,4
1706746951000,9,0,black;white;red,2,2,2,1,1,4,3,4,4,3,4,1,3,3,2
1706747018000,16,0,black,3,3,4,3,2,1,4,5,5,5,3,1,3,3,4
1706747025000,26,1,white;red,3,3,5,1,3,3,5,5,5,5,5,1,3,3,5
1706747032000,26,1,black;white;gray;yellow,3,3,5,1,4,5,4,5,5,5,3,2,2,2,2
1706747042000,42,2,white;gray,2,2,3,2,5,1,4,4,4,5,3,2,3,3,3
1706747057000,21,1,white,4,3,1,1,3,3,3,3,4,5,1,5,2,5,1
1706747095000,42,1,black;white;gray,2,4,3,1,5,1,5,5,5,5,4,1,3,3,5
1706747098000,44,2,black;white;brown;red,2,3,2,2,2,4,5,5,4,3,3,2,4,3,4
1706747110000,20,0,black;white;brown,2,3,2,2,2,2,5,4,3,2,1,2,4,1,5
1706747113000,21,1,white,2,4,1,1,3,3,5,5,5,3,1,5,4,3,5
1706747147000,3,2,yellow;cream,4,4,5,2,4,5,3,4,4,5,5,3,2,4,3
1706747241000,21,2,white,3,3,1,1,1,3,1,5,3,3,1,5,1,5,3
1706747241000,16,0,white,3,3,5,4,2,4,4,4,5,5,5,1,2,2,4
1706747322000,16,0,black,3,3,4,3,3,2,5,5,5,5,3,1,5,2,3
1706747348000,19,0,white,2,3,4,2,3,1,2,3,4,5,5,1,1,4,4
1706747388000,20,0,white;red,1,1,2,2,2,1,4,5,4,4,2,1,2,2,4
1706747406000,42,2,black;white;gray,2,3,2,1,2,1,4,4,4,2,2,2,3,4,2
1706747416000,12,0,black;white,2,3,3,3,3,1,2,3,5,5,3,2,2,3,1
1706747422000,7,1,black;white;gray,3,4,4,2,3,4,5,5,5,4,1,1,4,1,5
1706747438000,42,1,black,1,2,3,1,3,1,3,4,4,4,1,3,3,5,2
1706747450000,26,1,black;white;brown,3,3,3,2,2,3,4,4,5,5,4,4,1,4,3
1706747459000,41,1,yellow,3,4,2,1,2,5,3,4,3,5,2,4,3,3,4
1706747472000,16,1,white;yellow,2,3,3,3,2,2,4,3,5,5,5,2,5,3,5
1706747545000,19,2,white,3,3,3,2,5,1,3,5,4,4,3,3,4,2,2
1706747630000,19,0,white,2,2,4,4,5,1,2,4,3,5,4,2,3,5,1
1706747651000,22,1,brown;yellow;cream,4,4,3,2,4,2,5,5,5,5,2,1,3,3,4
1706747670000,0,1,black;white,2,2,2,2,3,4,3,5,4,5,3,1,3,4,5
1706747727000,1,1,black,3,4,1,1,4,5,3,5,5,3,1,4,4,2,5
1706747730000,2,2,black,4,4,1,1,1,5,5,5,5,5,5,2,2,2,2
1706747732000,42,1,black;white;gray,5,5,4,1,5,4,5,5,5,5,5,2,3,3,5
1706747744000,10,1,white;gray;brown,1,1,1,1,1,1,2,5,4,3,4,2,4,5,5
1706747762000,20,1,white;brown,2,3,3,2,2,1,4,5,5,3,1,2,3,4,2
1706747769000,12,1,brown;cream,3,3,4,2,4,1,3,3,4,5,3,1,3,2,2
1706747813000,26,1,white;brown,3,3,3,1,3,5,5,5,5,4,1,3,1,5,3
1706747920000,42,0,black;white,2,3,4,4,5,1,4,5,4,4,4,2,2,4,4
1706747922000,26,1,white;red,3,4,4,3,5,5,3,3,3,5,3,3,1,3,4
1706747937000,10,1,yellow,3,1,1,1,1,4,4,5,3,3,4,2,2,5,5
1706747940000,3,1,cream,4,3,5,2,3,5,4,5,5,5,2,1,3,5,5
1706747954000,2,1,black,4,4,3,1,2,3,5,4,4,5,5,3,2,1,3
1706747979000,19,1,white,2,2,1,1,4,1,3,3,4,5,4,2,2,5,3
1706747983000,49,1,brown;yellow;cream,4,4,5,1,5,2,3,3,4,5,5,2,4,4,2
1706747997000,45,1,black;white;brown,3,2,1,1,1,1,5,5,5,5,5,2,1,5,5
1706748065000,0,0,black;white;brown,2,3,1,1,1,3,4,3,3,1,4,1,5,5,5
1706748101000,43,2,black;yellow,4,3,2,1,2,3,5,4,5,2,2,2,2,5,5
1706748108000,15,1,black;white;brown,2,3,1,1,2,3,3,3,4,5,4,2,2,5,2
1706748111000,1,1,white;brown,3,3,3,1,2,3,2,3,4,5,1,2,1,5,2
1706748128000,42,0,white,2,3,2,1,2,1,3,5,4,5,5,1,3,4,3
1706748156000,7,1,black;white,2,3,2,1,2,4,5,5,4,2,3,2,1,3,2
1706748167000,29,1,brown,3,3,2,1,2,3,3,4,3,3,3,4,1,5,4
1706748197000,44,2,black;white;brown,2,2,3,4,1,2,3,4,3,4,3,2,1,5,1
1706748256000,26,0,black;white;gray;brown;yellow,3,3,4,3,3,5,5,5,5,4,3,2,4,1,3
1706748269000,26,1,brown;yellow;red;cream,4,4,5,2,4,5,5,5,5,4,4,1,2,2,3
1706748285000,46,0,black,5,4,5,1,5,5,3,5,5,5,5,3,3,5,5
1706748315000,13,1,black;brown,5,4,1,1,1,2,4,5,5,5,5,1,3,5,4
1706748339000,7,0,black;white,2,3,4,3,2,4,4,5,4,3,4,3,2,3,1
1706748385000,7,1,black;white,3,3,4,1,2,4,5,4,5,5,5,1,1,2,3
1706748403000,7,1,black,3,3,3,1,1,2,4,3,4,4,5,1,2,5,4
1706748524000,0,0,black;yellow,3,1,1,1,1,3,5,5,5,5,5,1,1,5,5
1706748542000,46,0,black,5,5,4,4,4,5,3,5,4,5,4,2,2,3,4
1706748583000,12,0,white;cream,2,2,3,2,4,1,5,5,5,5,5,1,4,5,5
1706748616000,11,0,cream,2,4,2,1,3,4,3,5,3,5,4,5,2,1,3
1706748690000,12,2,white,2,3,2,2,4,1,2,2,4,4,2,3,2,3,5
1706748727000,44,1,black;white;brown,2,2,3,4,4,4,4,5,4,3,1,1,2,5,2
1706748760000,42,2,gray,3,3,3,1,4,4,3,5,5,4,3,2,4,5,5
1706748796000,20,2,white;brown,3,5,3,1,1,3,4,3,5,5,1,1,3,1,1
1706748837000,4,1,black;brown;yellow,4,4,5,1,4,5,4,5,5,3,1,5,1,5,4
1706748922000,43,0,black;white;brown;red,4,4,2,1,2,4,5,5,4,3,2,2,3,3,5
1706748931000,4,0,black;brown;yellow;red,4,3,3,1,2,4,4,4,3,2,3,2,4,2,3
1706748949000,9,0,black;white;red;cream,2,2,3,1,3,4,3,4,5,3,3,2,1,4,4
1706748984000,1,0,black;white;brown,2,4,1,1,5,3,4,4,5,5,1,3,1,1,5
1706749053000,11,1,cream,3,3,1,1,1,5,2,3,4,4,5,2,3,1,5
1706749055000,21,1,white,4,4,2,1,2,3,3,4,1,5,5,2,1,5,5
1706749094000,38,1,white;brown,3,3,1,1,2,3,4,3,4,4,3,1,2,4,4
1706749101000,20,0,white;brown;yellow,2,3,3,1,3,2,5,5,3,3,4,2,2,3,2
1706749105000,11,1,cream,2,3,1,1,4,5,2,4,4,5,4,1,2,4,3
1706749116000,5,2,black,2,2,3,3,4,1,3,4,5,5,5,1,2,2,2
1706749140000,4,1,black;brown;yellow;red,4,3,1,2,3,3,4,4,4,5,3,2,3,4,3
1706749151000,27,0,black;white;brown;red,5,5,5,1,3,5,3,5,5,5,4,2,5,3,5
1706749193000,42,1,black;white;gray,1,1,2,1,5,1,5,5,5,5,5,1,1,5,5
1706749199000,45,2,brown,3,3,1,1,1,3,3,3,4,5,1,3,1,5,2
1706749211000,22,2,brown,3,3,1,1,2,4,3,2,5,3,5,3,4,5,1
1706749224000,11,0,black;brown;cream,2,3,2,1,3,3,4,5,2,5,5,2,3,4,5
1706749232000,21,2,black;white;yellow,3,1,1,1,1,5,1,4,3,1,3,2,1,5,3
1706749322000,13,1,black;brown,5,4,4,1,4,5,5,5,5,5,1,1,1,5,5
1706749421000,7,0,black;white,4,4,4,1,3,4,5,5,5,4,3,2,1,3,1
1706749491000,29,1,cream,3,4,1,1,4,5,4,5,5,5,5,5,3,1,5
1706749519000,19,2,white,5,5,4,4,2,1,5,5,5,5,2,3,5,5,5
1706749537000,9,1,black;white;yellow;red;cream,3,3,3,1,1,4,3,5,4,4,1,2,2,5,2
1706749564000,19,1,white,3,2,3,5,4,2,3,5,3,5,5,5,2,5,5
1706749564000,32,1,black;white;gray;brown,4,5,4,1,3,4,5,5,4,3,3,3,3,3,4
1706749580000,21,0,white,3,4,1,1,1,1,4,5,4,3,1,2,2,4,2
1706749592000,14,1,cream,5,1,5,1,4,5,5,4,5,5,1,1,2,5,5
1706749607000,37,2,black;white,5,3,1,1,1,4,4,5,4,3,1,2,3,3,5
1706749650000,29,1,brown;yellow,3,4,2,1,2,2,4,5,5,5,1,1,2,4,5
